tanggal,pasar manis,pasar wage
2018-11-26,30000.0,28000.0
2018-11-27,30000.0,28000.0
2018-11-28,30000.0,28000.0
2018-11-29,30000.0,29000.0
2018-11-30,30000.0,29000.0
2018-12-03,30000.0,29000.0
2018-12-04,30000.0,29000.0
2018-12-05,33500.0,29000.0
2018-12-06,33500.0,29000.0
2018-12-07,31000.0,29000.0
2018-12-10,32000.0,29000.0
2018-12-11,32000.0,29000.0
2018-12-12,32000.0,29000.0
2018-12-13,32000.0,29000.0
2018-12-14,32000.0,29000.0
2018-12-17,32000.0,29000.0
2018-12-18,32000.0,29000.0
2018-12-19,32000.0,29000.0
2018-12-20,32000.0,29000.0
2018-12-21,32000.0,29000.0
2018-12-24,32000.0,29000.0
2018-12-25,32000.0,29000.0
2018-12-26,32000.0,29000.0
2018-12-27,32000.0,29000.0
2018-12-28,32000.0,30000.0
2018-12-31,32000.0,31000.0
2019-01-01,35000.0,36000.0
2019-01-02,35000.0,37000.0
2019-01-03,35000.0,37000.0
2019-01-04,35500.0,37000.0
2019-01-07,35500.0,37000.0
2019-01-08,35500.0,37000.0
2019-01-09,35500.0,33500.0
2019-01-10,37500.0,33500.0
2019-01-11,37500.0,33500.0
2019-01-14,35000.0,33500.0
2019-01-15,35000.0,32500.0
2019-01-16,35000.0,32500.0
2019-01-17,33500.0,32500.0
2019-01-18,33500.0,32500.0
2019-01-21,31000.0,29000.0
2019-01-22,31000.0,29000.0
2019-01-23,31000.0,29000.0
2019-01-24,31000.0,29000.0
2019-01-25,30000.0,29000.0
2019-01-28,29000.0,29000.0
2019-01-29,29000.0,29000.0
2019-01-30,27500.0,24500.0
2019-01-31,26500.0,24500.0
2019-02-01,25500.0,24500.0
2019-02-04,24500.0,24500.0
2019-02-05,24500.0,24500.0
2019-02-06,26500.0,24500.0
2019-02-07,26000.0,24500.0
2019-02-08,26000.0,24500.0
2019-02-11,26500.0,24500.0
2019-02-12,26500.0,24500.0
2019-02-13,30000.0,24500.0
2019-02-14,27500.0,24500.0
2019-02-15,27500.0,24500.0
2019-02-18,29000.0,24500.0
2019-02-19,29000.0,24500.0
2019-02-20,30000.0,24500.0
2019-02-21,30000.0,24500.0
2019-02-22,30000.0,24500.0
2019-02-25,30000.0,24500.0
2019-02-26,30000.0,24500.0
2019-02-27,30000.0,26500.0
2019-02-28,30000.0,26500.0
2019-03-01,30000.0,26500.0
2019-03-04,31000.0,26500.0
2019-03-05,31000.0,26500.0
2019-03-06,35000.0,26500.0
2019-03-07,35831.705226946746,27066.6844153115
2019-03-08,35000.0,28500.0
2019-03-11,40000.0,34500.0
2019-03-12,40000.0,34500.0
2019-03-13,40000.0,34500.0
2019-03-14,40000.0,34500.0
2019-03-15,40000.0,34500.0
